timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1610546874.405,306.152,43.457,368.164,917.480,-20.996,0
1610546874.409,-82.520,45.898,42.969,-62.988,-1.465,0
1610546874.413,-315.430,44.922,-338.867,-987.793,-32.227,0
1610546874.416,-157.227,41.992,-185.059,-494.629,-108.887,0
1610546874.420,209.473,40.527,225.586,679.199,-117.188,0
1610546874.424,324.219,41.504,309.570,969.238,-110.840,0
1610546874.428,-25.879,49.316,120.117,52.734,-52.734,0
1610546874.432,-305.664,54.199,-155.762,-937.012,-12.207,0
1610546874.449,-186.035,47.852,-163.574,-587.402,-73.242,0
1610546874.453,181.152,40.527,120.117,581.543,-78.613,0
1610546874.457,339.844,41.504,314.453,-957.520,-82.520,0
1610546874.461,17.090,45.898,159.180,242.676,-123.047,0
1610546874.465,-296.875,43.945,-165.039,-844.727,-98.633,0
1610546874.469,-224.121,38.086,-291.504,-667.969,-90.332,0
1610546874.473,129.883,36.133,31.250,474.609,-65.430,0
1610546874.476,349.609,34.180,398.438,-923.340,-26.855,0
1610546874.480,67.383,37.598,228.027,381.348,-66.895,0
1610546874.484,-284.668,40.527,-161.133,-764.160,-53.711,0
1610546874.488,-249.512,38.574,-234.863,-801.270,-48.828,0
1610546874.492,93.750,30.273,75.684,299.805,-86.914,0
1610546874.492,354.492,26.367,317.383,-920.410,-92.773,0
1610546874.496,110.840,34.180,214.355,518.066,-31.738,0
1610546874.500,-272.461,39.551,-101.562,-658.691,0.000,0
1610546874.504,-290.039,39.062,-233.398,-862.305,-22.949,0
1610546874.508,33.203,33.691,-40.527,192.383,-108.887,0
1610546874.512,345.215,28.320,211.426,-935.059,-131.836,0
1610546874.516,167.480,34.668,233.398,643.555,-56.641,0
1610546874.519,-230.957,46.387,-57.617,-531.250,-61.523,0
1610546874.523,-288.086,43.945,-311.523,-934.082,-90.820,0
1610546874.527,0.488,35.645,-186.035,18.555,-95.215,0
1610546874.531,324.219,30.762,238.281,996.094,-80.566,0
1610546874.535,204.102,28.809,303.223,724.121,-94.727,0
1610546874.537,-202.637,33.203,-60.547,-422.852,-44.922,0
1610546874.541,-319.336,37.109,-274.902,-989.258,-1.465,0
1610546874.545,-68.359,32.715,-57.617,-143.555,6.836,0
1610546874.549,287.109,24.902,260.742,920.898,-22.949,0
1610546874.553,233.887,26.367,268.555,827.637,-56.152,0
1610546874.557,-164.551,30.273,-42.969,-253.418,-23.438,0
1610546874.561,-326.660,28.320,-291.504,-986.328,-9.766,0
1610546874.564,-115.234,23.926,-124.512,-269.531,11.719,0
1610546874.568,266.113,19.531,157.715,839.355,62.988,0
1610546874.572,278.809,22.461,217.285,885.742,24.902,0
1610546874.576,-126.953,33.691,75.684,-129.395,-6.348,0
1610546874.580,-339.844,35.156,-227.539,-1000.000,-40.527,0
1610546874.582,-163.574,29.297,-193.848,-463.379,-86.914,0
1610546874.586,210.938,26.367,185.547,721.191,-45.410,0
1610546874.590,296.875,24.414,323.242,952.637,-52.734,0
1610546874.594,-61.035,27.832,36.621,9.277,-89.355,0
1610546874.598,-315.918,28.809,-291.992,-963.867,-107.910,0
1610546874.602,-181.641,25.391,-228.516,-589.844,-58.594,0
1610546874.606,190.430,25.879,122.559,601.074,-25.879,0
1610546874.609,337.891,24.902,294.434,-976.074,-45.410,0
1610546874.613,-2.441,26.855,24.414,172.852,-76.172,0
1610546874.617,-310.059,28.809,-228.516,-887.695,-93.750,0
1610546874.621,-224.609,25.391,-208.008,-679.199,-122.070,0
1610546874.625,141.113,20.996,42.969,485.352,-132.324,0
1610546874.627,347.656,24.902,293.457,-934.082,-37.109,0
1610546874.631,44.434,32.715,195.312,328.613,-34.668,0
1610546874.635,-295.898,33.203,-165.039,-796.875,-71.777,0
1610546874.639,-268.555,27.832,-274.902,-778.809,-109.375,0
1610546874.643,83.496,21.973,46.875,347.656,-77.637,0
1610546874.647,349.121,14.160,287.109,-917.480,-38.574,99
1610546874.651,99.609,17.090,194.824,466.309,-56.152,0
1610546874.654,-266.113,22.461,-182.617,-700.684,-34.668,0
1610546874.658,-283.691,21.973,-333.496,-861.328,-72.266,0
1610546874.662,24.902,21.973,66.895,184.570,-79.102,0
1610546874.666,337.891,21.973,351.074,-945.801,-25.879,0
1610546874.670,146.973,27.832,237.305,573.242,-47.852,0
1610546874.674,-239.746,29.297,-102.051,-614.746,-86.426,0
1610546874.678,-293.945,28.320,-250.488,-934.082,-70.801,0
1610546874.682,-5.371,25.879,-4.883,19.531,0.977,0
1610546874.686,330.566,21.973,240.234,994.629,-71.777,0
1610546874.690,194.336,28.809,242.188,688.965,-157.227,0
1610546874.694,-206.543,36.133,-63.965,-492.188,-105.957,0
1610546874.698,-314.941,33.691,-298.828,-984.863,-55.664,0
1610546874.701,-50.781,26.855,-154.297,-126.465,-90.820,0
1610546874.705,305.176,30.762,258.789,916.016,-100.098,0
1610546874.709,224.609,34.180,364.746,779.785,-47.852,0
1610546874.713,-181.152,33.203,-9.766,-359.863,-41.016,0
1610546874.717,-330.078,33.203,-251.953,-1000.000,-42.480,0
1610546874.717,-99.609,31.250,-61.035,-264.648,-43.457,0
1610546874.721,270.508,27.344,245.605,834.473,-69.824,0
1610546874.725,266.602,29.785,303.223,870.605,-63.477,0
1610546874.729,-120.117,35.156,21.484,-178.223,-25.879,0
1610546874.733,-318.848,36.133,-254.395,-996.582,-39.062,0
1610546874.737,-128.906,35.645,-135.254,-396.484,-58.594,0
1610546874.741,243.164,33.691,137.207,748.535,-22.461,0
1610546874.744,307.617,34.180,233.887,935.059,-12.207,0
1610546874.748,-62.988,41.992,120.605,-39.551,-24.414,0
1610546874.752,-312.988,46.387,-160.156,-967.773,-30.273,0
1610546874.756,-169.434,41.504,-137.207,-520.996,-8.789,0
1610546874.760,204.102,36.621,212.402,644.531,20.508,0
1610546874.763,332.031,38.574,364.746,999.512,-25.391,0
1610546874.767,-12.207,44.434,123.535,126.953,-43.457,0
1610546874.771,-294.434,42.480,-245.117,-904.297,-123.047,0
1610546874.775,-199.219,42.480,-208.984,-641.602,-166.992,0
1610546874.779,164.551,42.480,152.832,526.367,-71.777,0
1610546874.783,364.746,39.062,300.293,-945.312,-52.734,0
1610546874.787,56.152,46.875,32.715,286.621,-50.781,0
1610546874.790,-275.879,52.246,-231.934,-822.266,-59.082,0
1610546874.794,-227.051,50.781,-157.715,-740.234,-64.941,0
1610546874.798,112.305,49.805,90.332,397.461,-42.480,0
1610546874.802,356.445,46.875,310.547,-920.410,-42.480,0
1610546874.806,104.980,51.270,204.102,446.289,-117.188,0
1610546874.822,-258.789,55.664,-110.840,-708.496,-67.871,0
1610546874.826,-248.535,51.270,-233.398,-807.129,-25.391,0
1610546874.830,83.984,49.316,38.086,274.414,-21.484,0
1610546874.834,358.398,50.293,326.660,-929.199,-20.996,0
1610546874.838,145.508,53.223,253.906,571.289,-23.438,0
1610546874.842,-232.910,55.664,-181.641,-606.934,-50.781,0
1610546874.846,-274.414,53.711,-344.238,-893.066,-93.262,0
1610546874.849,17.090,48.828,25.391,106.445,-82.031,0
1610546874.853,345.215,44.922,309.082,-976.562,-73.242,0
1610546874.857,197.754,48.828,226.562,690.430,-79.102,0
1610546874.861,-201.172,50.781,-65.918,-472.656,-92.773,0
1610546874.865,-277.344,51.758,-206.055,-935.547,-81.543,0
1610546874.867,-21.973,47.852,-17.090,-25.391,-53.223,0
1610546874.871,313.477,40.527,251.465,965.332,-56.152,0
1610546874.875,234.863,42.969,297.852,773.438,-70.312,0
1610546874.879,-157.227,50.293,31.738,-345.215,-83.496,0
1610546874.883,-299.805,48.340,-223.145,-966.309,-40.527,0
1610546874.887,-73.242,38.086,-110.840,-177.246,-23.926,0
1610546874.891,287.109,36.133,204.590,876.465,-78.125,0
1610546874.894,261.719,40.527,324.219,852.051,-97.656,0
1610546874.898,-131.348,40.527,7.324,-190.430,-115.234,0
1610546874.902,-310.059,42.480,-335.938,-973.633,-122.559,0
1610546874.906,-120.117,45.410,-108.887,-341.309,-87.891,0
1610546874.910,254.883,39.062,270.508,778.320,-72.754,0
1610546874.912,310.059,35.645,322.754,918.945,-58.105,0
1610546874.916,-76.660,39.062,75.195,-63.965,-37.109,0
1610546874.920,-322.266,39.551,-189.453,-983.887,-38.574,0
1610546874.924,-169.922,36.621,-145.996,-544.434,-96.191,0
1610546874.928,228.516,37.109,135.254,634.277,-44.434,0
1610546874.932,345.215,44.434,276.367,953.125,15.137,0
1610546874.936,-27.344,44.922,76.660,23.438,-38.086,0
1610546874.939,-311.035,45.410,-187.988,-947.754,-28.809,0
1610546874.943,-201.172,45.410,-249.023,-640.625,-57.129,0
1610546874.947,174.316,44.434,42.969,525.391,-87.402,0
1610546874.951,344.238,46.875,387.207,-942.871,-34.668,0
1610546874.955,36.621,50.293,189.941,295.410,-59.570,0
1610546874.957,-273.438,54.688,-165.039,-804.199,-42.480,0
1610546874.961,-212.891,56.152,-173.340,-663.086,-21.484,0
1610546874.965,152.344,50.293,135.742,465.332,-20.508,0
1610546874.969,389.648,43.945,294.434,-921.875,-54.199,0
1610546874.973,105.957,47.852,130.371,410.645,-95.215,0
1610546874.977,-267.578,53.223,-149.414,-740.723,-50.781,0
1610546874.981,-258.789,49.316,-236.816,-820.312,-63.477,0
1610546874.984,82.520,41.504,19.043,233.398,-60.547,0
1610546874.988,359.863,41.504,254.395,-964.355,-5.859,0
1610546874.992,138.672,46.387,240.234,516.113,-49.805,0
1610546874.996,-250.977,46.875,-35.156,-654.785,-50.293,0
1610546875.000,-278.320,44.922,-239.746,-867.676,-72.266,0
1610546875.002,37.598,41.504,6.348,135.742,-68.848,0
1610546875.006,343.262,38.574,345.215,-978.027,-18.555,0
1610546875.010,171.387,40.527,312.500,665.527,38.574,0
1610546875.014,-222.168,41.992,-56.641,-512.207,3.906,0
1610546875.018,-297.852,38.086,-269.531,-928.711,-87.402,0
1610546875.022,-20.508,33.691,-56.152,-15.137,-58.594,0
1610546875.026,315.918,32.227,250.977,951.660,-44.434,0
1610546875.029,205.078,30.273,184.570,751.465,-105.957,0
1610546875.033,-194.824,29.297,-109.375,-395.508,-66.406,0
1610546875.037,-322.266,32.227,-190.918,-988.281,-35.156,0
1610546875.041,-75.195,29.785,-39.551,-186.523,-100.098,0
1610546875.045,289.062,28.809,242.676,868.164,-118.652,0
1610546875.047,252.930,34.668,337.402,836.914,-69.336,0
1610546875.051,-145.996,41.992,62.988,-240.234,-50.293,0
1610546875.055,-327.637,42.480,-242.676,-981.445,-80.566,0
1610546875.059,-124.512,36.133,-142.090,-325.195,-85.938,0
1610546875.063,254.883,32.715,205.078,775.391,-87.891,0
1610546875.067,292.969,32.227,285.645,901.367,-79.102,0
1610546875.071,-85.938,37.598,0.488,-101.562,-91.309,0
1610546875.074,-307.617,37.598,-328.125,-974.121,-123.535,0
1610546875.078,-157.715,37.598,-160.156,-479.980,-81.543,0
1610546875.082,217.773,39.062,225.098,667.969,-46.387,0
1610546875.086,328.125,35.156,316.895,973.145,-2.441,0
1610546875.090,-25.391,38.086,90.332,43.457,22.949,0
1610546875.092,-308.594,41.016,-177.246,-938.477,-52.734,0
1610546875.096,-199.219,35.645,-143.066,-599.121,-35.645,0
1610546875.100,174.316,31.738,140.625,555.176,-7.812,0
1610546875.104,333.984,31.738,342.285,-973.145,0.000,0
1610546875.108,2.930,36.133,168.945,208.008,-17.090,0
1610546875.112,-312.988,37.109,-198.730,-856.934,-72.266,0
